"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","city_state","lon","lat"
"861","Morristown city","Tennessee","Small","Bike",13,0.1,0.2,"TN","South","Morristown city, Tennessee",-83.2948922,36.2139814
"862","Morrisville town","North Carolina","Small","Bike",62,0.6,0.5,"NC","South","Morrisville town, North Carolina",-78.8255621,35.823483
"863","Morton Grove village","Illinois","Small","Bike",60,0.5,0.4,"IL","North Central","Morton Grove village, Illinois",-87.7825621,42.0405852
"864","Moscow city","Idaho","Small","Bike",581,5,1.6,"ID","West","Moscow city, Idaho",-117.000165,46.7323875
"865","Moses Lake city","Washington","Small","Bike",10,0.1,0.2,"WA","West","Moses Lake city, Washington",-119.2780771,47.1301417
"866","Mount Juliet city","Tennessee","Small","Bike",0,0,0.3,"TN","South","Mount Juliet city, Tennessee",-86.5186054,36.200055
"867","Mount Pleasant city","Michigan","Small","Bike",373,3.4,1.2,"MI","North Central","Mount Pleasant city, Michigan",-84.7675139,43.5978075
"868","Mount Pleasant town","South Carolina","Small","Bike",261,0.8,0.4,"SC","South","Mount Pleasant town, South Carolina",-79.8284258,32.8323225
"869","Mount Pleasant village","Wisconsin","Small","Bike",0,0,0.2,"WI","North Central","Mount Pleasant village, Wisconsin",-87.8844309,42.7369942
"870","Mount Prospect village","Illinois","Small","Bike",160,0.6,0.3,"IL","North Central","Mount Prospect village, Illinois",-87.9372908,42.0664167
"871","Mount Vernon city","New York","Small","Bike",0,0,0.1,"NY","Northeast","Mount Vernon city, New York",-73.8370786,40.9125992
"872","Mount Vernon city","Washington","Small","Bike",70,0.5,0.5,"WA","West","Mount Vernon city, Washington",-122.3374543,48.4201105
"873","Mountain Brook city","Alabama","Small","Bike",35,0.4,0.4,"AL","South","Mountain Brook city, Alabama",-86.7522107,33.5009384
"874","Mountain View city","California","Small","Bike",1707,4.2,0.8,"CA","West","Mountain View city, California",-122.0838511,37.3860517
"875","Mountlake Terrace city","Washington","Small","Bike",41,0.4,0.3,"WA","West","Mountlake Terrace city, Washington",-122.3087405,47.7881528
"876","Mukilteo city","Washington","Small","Bike",31,0.3,0.3,"WA","West","Mukilteo city, Washington",-122.3045815,47.9445396
"877","Muncie city","Indiana","Small","Bike",452,1.6,0.5,"IN","North Central","Muncie city, Indiana",-85.3863599,40.1933767
"878","Mundelein village","Illinois","Small","Bike",29,0.2,0.2,"IL","North Central","Mundelein village, Illinois",-88.0039653,42.263079
"879","Munster town","Indiana","Small","Bike",14,0.1,0.2,"IN","North Central","Munster town, Indiana",-87.5125412,41.5644798
"880","Murray city","Utah","Small","Bike",127,0.5,0.3,"UT","West","Murray city, Utah",-111.8879909,40.6668916
"881","Murrysville municipality","Pennsylvania","Small","Bike",23,0.2,0.3,"PA","Northeast","Murrysville municipality, Pennsylvania",-79.697545,40.4284015
"882","Muscatine city","Iowa","Small","Bike",9,0.1,0.1,"IA","North Central","Muscatine city, Iowa",-91.0432051,41.424473
"883","Muskego city","Wisconsin","Small","Bike",0,0,0.2,"WI","North Central","Muskego city, Wisconsin",-88.1389779,42.905848
"884","Muskegon city","Michigan","Small","Bike",63,0.5,0.4,"MI","North Central","Muskegon city, Michigan",-86.2483921,43.2341813
"885","Muskogee city","Oklahoma","Small","Bike",5,0,0.1,"OK","South","Muskogee city, Oklahoma",-95.3696909,35.7478769
"886","Myrtle Beach city","South Carolina","Small","Bike",189,1.5,0.9,"SC","South","Myrtle Beach city, South Carolina",-78.8866943,33.6890603
"887","Nacogdoches city","Texas","Small","Bike",108,0.8,0.6,"TX","South","Nacogdoches city, Texas",-94.6554874,31.6035129
"888","Nampa city","Idaho","Small","Bike",88,0.3,0.2,"ID","West","Nampa city, Idaho",-116.55978,43.5788175
"889","Napa city","California","Small","Bike",320,0.9,0.5,"CA","West","Napa city, California",-122.286865,38.2975381
"890","Naples city","Florida","Small","Bike",121,2,1.2,"FL","South","Naples city, Florida",-81.7948103,26.1420358
"891","Nashua city","New Hampshire","Small","Bike",71,0.2,0.2,"NH","Northeast","Nashua city, New Hampshire",-71.467566,42.7653662
"892","National City city","California","Small","Bike",161,0.6,0.4,"CA","West","National City city, California",-117.0991967,32.6781085
"893","Naugatuck borough","Connecticut","Small","Bike",0,0,0.2,"CT","Northeast","Naugatuck borough, Connecticut",-73.0506972,41.485921
"894","Neenah city","Wisconsin","Small","Bike",73,0.6,0.4,"WI","North Central","Neenah city, Wisconsin",-88.462609,44.1858193
"895","New Albany city","Indiana","Small","Bike",29,0.2,0.2,"IN","North Central","New Albany city, Indiana",-85.8241312,38.2856247
"896","New Bedford city","Massachusetts","Small","Bike",119,0.3,0.2,"MA","Northeast","New Bedford city, Massachusetts",-70.934205,41.6362152
"897","New Berlin city","Wisconsin","Small","Bike",70,0.3,0.3,"WI","North Central","New Berlin city, Wisconsin",-88.1084224,42.9764027
"898","New Bern city","North Carolina","Small","Bike",18,0.2,0.2,"NC","South","New Bern city, North Carolina",-77.0441143,35.108493
"899","New Braunfels city","Texas","Small","Bike",56,0.2,0.2,"TX","South","New Braunfels city, Texas",-98.1244531,29.7030024
"900","New Brighton city","Minnesota","Small","Bike",36,0.3,0.3,"MN","North Central","New Brighton city, Minnesota",-93.2018908,45.0655212
"901","New Britain city","Connecticut","Small","Bike",54,0.2,0.2,"CT","Northeast","New Britain city, Connecticut",-72.7795419,41.6612104
"902","New Brunswick city","New Jersey","Small","Bike",240,1,0.4,"NJ","Northeast","New Brunswick city, New Jersey",-74.4467007,40.4878986
"903","New Castle city","Pennsylvania","Small","Bike",68,0.8,0.9,"PA","Northeast","New Castle city, Pennsylvania",-80.347009,41.0036719
"904","New Hope city","Minnesota","Small","Bike",61,0.6,0.4,"MN","North Central","New Hope city, Minnesota",-93.3866185,45.0380201
"905","New Iberia city","Louisiana","Small","Bike",48,0.4,0.4,"LA","South","New Iberia city, Louisiana",-91.8187285,30.0035365
"906","New Lenox village","Illinois","Small","Bike",12,0.1,0.2,"IL","North Central","New Lenox village, Illinois",-87.9656098,41.5119761
"907","New London city","Connecticut","Small","Bike",16,0.1,0.1,"CT","Northeast","New London city, Connecticut",-72.0995209,41.3556539
"908","New Rochelle city","New York","Small","Bike",30,0.1,0.1,"NY","Northeast","New Rochelle city, New York",-73.7823549,40.9114882
"909","New Smyrna Beach city","Florida","Small","Bike",44,0.5,0.5,"FL","South","New Smyrna Beach city, Florida",-80.9269984,29.0258191
"910","Newark city","California","Small","Bike",79,0.4,0.3,"CA","West","Newark city, California",-122.0383968,37.5299765
"911","Newark city","Delaware","Small","Bike",328,2.4,0.7,"DE","South","Newark city, Delaware",-75.7496572,39.6837226
"912","Newark city","Ohio","Small","Bike",134,0.6,0.4,"OH","North Central","Newark city, Ohio",-82.4012642,40.0581205
"913","Newberg city","Oregon","Small","Bike",173,1.6,1,"OR","West","Newberg city, Oregon",-122.9469463,45.3064258
"914","Newburgh city","New York","Small","Bike",67,0.6,0.7,"NY","Northeast","Newburgh city, New York",-74.0104178,41.5034271
"915","Newnan city","Georgia","Small","Bike",16,0.1,0.2,"GA","South","Newnan city, Georgia",-84.7996573,33.3806716
"916","Newport Beach city","California","Small","Bike",378,0.9,0.4,"CA","West","Newport Beach city, California",-117.9298493,33.6188829
"917","Newport city","Rhode Island","Small","Bike",333,2.4,1.1,"RI","Northeast","Newport city, Rhode Island",-71.3128285,41.4901024
"918","Newton city","Massachusetts","Small","Bike",470,1.1,0.3,"MA","Northeast","Newton city, Massachusetts",-71.2092214,42.3370413
"919","Niagara Falls city","New York","Small","Bike",72,0.3,0.2,"NY","Northeast","Niagara Falls city, New York",-79.0377388,43.0962143
"920","Nicholasville city","Kentucky","Small","Bike",0,0,0.3,"KY","South","Nicholasville city, Kentucky",-84.5729961,37.8806341
"921","Niles village","Illinois","Small","Bike",116,0.9,0.8,"IL","North Central","Niles village, Illinois",-87.8028402,42.0189191
"922","Noblesville city","Indiana","Small","Bike",26,0.1,0.1,"IN","North Central","Noblesville city, Indiana",-86.0085955,40.0455917
"923","Nogales city","Arizona","Small","Bike",8,0.1,0.2,"AZ","West","Nogales city, Arizona",-110.9342532,31.3403775
"924","Norco city","California","Small","Bike",14,0.1,0.2,"CA","West","Norco city, California",-117.548661,33.9311257
"925","Norfolk city","Nebraska","Small","Bike",55,0.5,0.4,"NE","North Central","Norfolk city, Nebraska",-97.4137553,42.0327234
"926","Normal town","Illinois","Small","Bike",317,1.2,0.4,"IL","North Central","Normal town, Illinois",-88.9906312,40.5142026
"927","Norristown borough","Pennsylvania","Small","Bike",182,1.1,0.8,"PA","Northeast","Norristown borough, Pennsylvania",-75.3399048,40.121497
"928","North Augusta city","South Carolina","Small","Bike",24,0.3,0.3,"SC","South","North Augusta city, South Carolina",-81.9651152,33.5018026
"929","North Chicago city","Illinois","Small","Bike",9,0.1,0.1,"IL","North Central","North Chicago city, Illinois",-87.8411818,42.325578
"930","North Lauderdale city","Florida","Small","Bike",98,0.5,0.5,"FL","South","North Lauderdale city, Florida",-80.2258811,26.217305
"931","North Little Rock city","Arkansas","Small","Bike",38,0.1,0.2,"AR","South","North Little Rock city, Arkansas",-92.2670941,34.769536
"932","North Miami Beach city","Florida","Small","Bike",103,0.5,0.4,"FL","South","North Miami Beach city, Florida",-80.1625463,25.9331488
"933","North Miami city","Florida","Small","Bike",0,0,0.2,"FL","South","North Miami city, Florida",-80.1867138,25.8900949
"934","North Olmsted city","Ohio","Small","Bike",20,0.1,0.1,"OH","North Central","North Olmsted city, Ohio",-81.9234726,41.4156025
"935","North Plainfield borough","New Jersey","Small","Bike",136,1.1,0.9,"NJ","Northeast","North Plainfield borough, New Jersey",-74.4273743,40.6301025
"936","North Platte city","Nebraska","Small","Bike",37,0.3,0.3,"NE","North Central","North Platte city, Nebraska",-100.7601454,41.1402759
"937","North Port city","Florida","Small","Bike",139,0.6,0.2,"FL","South","North Port city, Florida",-82.2359254,27.044224
"938","North Richland Hills city","Texas","Small","Bike",42,0.1,0.1,"TX","South","North Richland Hills city, Texas",-97.2289029,32.8342952
"939","North Ridgeville city","Ohio","Small","Bike",17,0.1,0.2,"OH","North Central","North Ridgeville city, Ohio",-82.0190321,41.3894905
"940","North Royalton city","Ohio","Small","Bike",42,0.3,0.2,"OH","North Central","North Royalton city, Ohio",-81.7245739,41.3136644
"941","North Tonawanda city","New York","Small","Bike",28,0.2,0.2,"NY","Northeast","North Tonawanda city, New York",-78.8642033,43.038668
"942","Northampton city","Massachusetts","Small","Bike",473,3.1,0.9,"MA","Northeast","Northampton city, Massachusetts",-72.6412013,42.3250896
"943","Northbrook village","Illinois","Small","Bike",27,0.2,0.2,"IL","North Central","Northbrook village, Illinois",-87.8289548,42.1275267
"944","Northfield city","Minnesota","Small","Bike",212,1.9,0.7,"MN","North Central","Northfield city, Minnesota",-93.161604,44.4582983
"945","Northglenn city","Colorado","Small","Bike",48,0.3,0.3,"CO","West","Northglenn city, Colorado",-104.9811468,39.8961821
"946","Northport city","Alabama","Small","Bike",6,0.1,0.1,"AL","South","Northport city, Alabama",-87.5772293,33.229007
"947","Norton Shores city","Michigan","Small","Bike",62,0.6,0.5,"MI","North Central","Norton Shores city, Michigan",-86.2639461,43.1689044
"948","Norwalk city","Connecticut","Small","Bike",81,0.2,0.1,"CT","Northeast","Norwalk city, Connecticut",-73.4081575,41.117744
"949","Norwich city","Connecticut","Small","Bike",6,0,0.1,"CT","Northeast","Norwich city, Connecticut",-72.0759105,41.5242649
"950","Novato city","California","Small","Bike",133,0.5,0.4,"CA","West","Novato city, California",-122.5697032,38.1074198
"951","Novi city","Michigan","Small","Bike",100,0.4,0.3,"MI","North Central","Novi city, Michigan",-83.4754913,42.48059
"952","Oak Creek city","Wisconsin","Small","Bike",12,0.1,0.1,"WI","North Central","Oak Creek city, Wisconsin",-87.8631362,42.8858503
"953","Oak Forest city","Illinois","Small","Bike",0,0,0.2,"IL","North Central","Oak Forest city, Illinois",-87.7439384,41.6028116
"954","Oak Harbor city","Washington","Small","Bike",12,0.1,0.2,"WA","West","Oak Harbor city, Washington",-122.6484205,48.2882947
"955","Oak Lawn village","Illinois","Small","Bike",37,0.1,0.1,"IL","North Central","Oak Lawn village, Illinois",-87.7479528,41.719978
"956","Oak Park city","Michigan","Small","Bike",47,0.4,0.4,"MI","North Central","Oak Park city, Michigan",-83.1827051,42.4594803
"957","Oak Park village","Illinois","Small","Bike",462,1.7,0.6,"IL","North Central","Oak Park village, Illinois",-87.7845025,41.8850317
"958","Oak Ridge city","Tennessee","Small","Bike",13,0.1,0.1,"TN","South","Oak Ridge city, Tennessee",-84.2696449,36.0103561
"959","Oakdale city","California","Small","Bike",81,1,0.7,"CA","West","Oakdale city, California",-120.8471545,37.7665947
"960","Oakdale city","Minnesota","Small","Bike",43,0.3,0.2,"MN","North Central","Oakdale city, Minnesota",-92.9649361,44.9630216
"961","Oakland Park city","Florida","Small","Bike",166,0.8,0.5,"FL","South","Oakland Park city, Florida",-80.1319893,26.1723065
"962","Oakley city","California","Small","Bike",90,0.6,0.4,"CA","West","Oakley city, California",-121.7124536,37.9974219
"963","Ocala city","Florida","Small","Bike",210,1,0.5,"FL","South","Ocala city, Florida",-82.1400923,29.1871986
"964","Ocoee city","Florida","Small","Bike",0,0,0.2,"FL","South","Ocoee city, Florida",-81.5439619,28.5691677
"965","O'Fallon city","Illinois","Small","Bike",20,0.1,0.2,"IL","North Central","O'Fallon city, Illinois",-89.910991,38.592323
"966","O'Fallon city","Missouri","Small","Bike",41,0.1,0.1,"MO","North Central","O'Fallon city, Missouri",-90.6998477,38.8106075
"967","Ogden city","Utah","Small","Bike",223,0.6,0.3,"UT","West","Ogden city, Utah",-111.9738304,41.223
"968","Olive Branch city","Mississippi","Small","Bike",0,0,0.2,"MS","South","Olive Branch city, Mississippi",-89.8295315,34.9617604
"969","Olympia city","Washington","Small","Bike",950,4.1,1.2,"WA","West","Olympia city, Washington",-122.9006951,47.0378741
"970","Opelika city","Alabama","Small","Bike",24,0.2,0.1,"AL","South","Opelika city, Alabama",-85.3782795,32.6454116
"971","Oregon City city","Oregon","Small","Bike",52,0.4,0.3,"OR","West","Oregon City city, Oregon",-122.6050422,45.3364465
"972","Oregon city","Ohio","Small","Bike",0,0,0.3,"OH","North Central","Oregon city, Ohio",-83.4868768,41.6436603
"973","Orem city","Utah","Small","Bike",539,1.3,0.4,"UT","West","Orem city, Utah",-111.6946475,40.2968979
"974","Orland Park village","Illinois","Small","Bike",42,0.2,0.1,"IL","North Central","Orland Park village, Illinois",-87.8539425,41.6303103
"975","Ormond Beach city","Florida","Small","Bike",161,1,0.5,"FL","South","Ormond Beach city, Florida",-81.0558894,29.2858129
"976","Oro Valley town","Arizona","Small","Bike",62,0.4,0.3,"AZ","West","Oro Valley town, Arizona",-110.966488,32.3909071
"977","Oshkosh city","Wisconsin","Small","Bike",380,1.2,0.5,"WI","North Central","Oshkosh city, Wisconsin",-88.5426136,44.0247062
"978","Ossining village","New York","Small","Bike",7,0.1,0.1,"NY","Northeast","Ossining village, New York",-73.8615246,41.1628731
"979","Oswego village","Illinois","Small","Bike",13,0.1,0.1,"IL","North Central","Oswego village, Illinois",-88.3514596,41.6828074
"980","Ottumwa city","Iowa","Small","Bike",75,0.7,0.6,"IA","North Central","Ottumwa city, Iowa",-92.4083022,41.0160293
"981","Oviedo city","Florida","Small","Bike",39,0.2,0.3,"FL","South","Oviedo city, Florida",-81.2081203,28.669997
"982","Owasso city","Oklahoma","Small","Bike",43,0.3,0.3,"OK","South","Owasso city, Oklahoma",-95.8547119,36.2695388
"983","Owatonna city","Minnesota","Small","Bike",90,0.7,0.5,"MN","North Central","Owatonna city, Minnesota",-93.2259349,44.0855572
"984","Owensboro city","Kentucky","Small","Bike",144,0.6,0.3,"KY","South","Owensboro city, Kentucky",-87.1111676,37.7719074
"985","Oxford city","Alabama","Small","Bike",4,0,0.1,"AL","South","Oxford city, Alabama",-85.8349648,33.6142714
"986","Oxford city","Mississippi","Small","Bike",108,1.3,1,"MS","South","Oxford city, Mississippi",-89.5192484,34.3664951
"987","Oxford city","Ohio","Small","Bike",158,1.8,1,"OH","North Central","Oxford city, Ohio",-84.745231,39.5069974
"988","Pacifica city","California","Small","Bike",22,0.1,0.1,"CA","West","Pacifica city, California",-122.4869194,37.6138253
"989","Paducah city","Kentucky","Small","Bike",41,0.4,0.4,"KY","South","Paducah city, Kentucky",-88.6000478,37.0833893
"990","Palatine village","Illinois","Small","Bike",124,0.3,0.3,"IL","North Central","Palatine village, Illinois",-88.03424,42.1103041
"991","Palm Beach Gardens city","Florida","Small","Bike",68,0.3,0.2,"FL","South","Palm Beach Gardens city, Florida",-80.1386547,26.8233946
"992","Palm Coast city","Florida","Small","Bike",57,0.2,0.2,"FL","South","Palm Coast city, Florida",-81.2078699,29.5844524
"993","Palm Desert city","California","Small","Bike",105,0.6,0.4,"CA","West","Palm Desert city, California",-116.3744556,33.7222445
"994","Palm Springs city","California","Small","Bike",179,0.9,0.5,"CA","West","Palm Springs city, California",-116.5452921,33.8302961
"995","Palm Springs village","Florida","Small","Bike",8,0.1,0.1,"FL","South","Palm Springs village, Florida",-80.0961538,26.6359009
"996","Palmetto Bay village","Florida","Small","Bike",32,0.3,0.3,"FL","South","Palmetto Bay village, Florida",-80.3247748,25.6217715
"997","Palo Alto city","California","Small","Bike",2562,8.5,1.1,"CA","West","Palo Alto city, California",-122.1430195,37.4418834
"998","Panama City city","Florida","Small","Bike",213,1.3,0.8,"FL","South","Panama City city, Florida",-85.6602058,30.1588129
"999","Papillion city","Nebraska","Small","Bike",14,0.1,0.2,"NE","North Central","Papillion city, Nebraska",-96.0422378,41.1544432
"1000","Paradise town","California","Small","Bike",92,1,1,"CA","West","Paradise town, California",-121.6219177,39.7596061
